%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1771787204704495429,1.0681092321049475,0.0,0.0,0.0,0.0,-3.6473035804895915e-06
1771787204720786571,1.0476015599328687,0.0,0.0,0.0,0.0,-3.66952011043864e-06
1771787204737642049,1.0274875981687832,0.0,0.0,0.0,0.0,-3.510049441768359e-06
1771787204754095315,1.0077596227529102,0.0,0.0,0.0,0.0,-2.30495977238121e-06
1771787204770907640,0.9884107717118609,0.0,0.0,0.0,0.0,-3.764126081495789e-06
1771787204787683010,0.9694333094132499,0.0,0.0,0.0,0.0,-1.9049475397103777e-06
1771787204804266214,0.9508200916649586,0.0,0.0,0.0,0.0,-2.222417178288083e-06
1771787204820997714,0.9325645348548277,0.0,0.0,0.0,0.0,-2.818680347793645e-06
1771787204837693214,0.9146591971418206,0.0,0.0,0.0,0.0,-1.775800667846994e-06
1771787204854392528,0.8970977848476132,0.0,0.0,0.0,0.0,-1.0369480900607186e-06
1771787204870876789,0.8798734359988245,0.0,0.0,0.0,0.0,-2.4452215785508713e-06
1771787204887604475,0.8629798492020453,0.0,0.0,0.0,0.0,-2.739631490999983e-06
1771787204904355287,0.8464107307789229,0.0,0.0,0.0,0.0,-1.7394773235146488e-06
1771787204921103715,0.8301595009748494,0.0,0.0,0.0,0.0,-1.4821677285503654e-06
1771787204937629938,0.8142204382640721,0.0,0.0,0.0,0.0,-1.8229275782211118e-06
