%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1771787204955431699,0.7985875311869809,0.0,0.0,0.0,0.0,-1.2564517186675062e-06
1771787204970882415,0.7832544860652635,0.0,0.0,0.0,0.0,3.3608105498572627e-07
1771787204987745761,0.75288311226154,0.0,0.0,0.0,0.0,-3.3636358365285446e-07
1771787205004501342,0.7384279112080282,0.0,0.0,0.0,0.0,-8.662297426020871e-07
1771787205020893335,0.7242499682255921,0.0,0.0,0.0,0.0,-1.2596924476859783e-06
1771787205037593126,0.7103444161597798,0.0,0.0,0.0,0.0,3.5432860512329967e-07
1771787205054164171,0.6967058272762316,0.0,0.0,0.0,0.0,-1.464375972481946e-06
1771787205070785045,0.6833290406291004,0.0,0.0,0.0,0.0,6.766883053899164e-09
1771787205087688446,0.6702092006366116,0.0,0.0,0.0,0.0,-7.46182241329052e-07
1771787205104251861,0.6573411540680459,0.0,0.0,0.0,0.0,-1.8781134820677892e-06
1771787205120953321,0.6447203198451994,0.0,0.0,0.0,0.0,-6.072250968713888e-07
1771787205137296676,0.6323415485949309,0.0,0.0,0.0,0.0,1.077531067039672e-06
1771787205154105424,0.6202005530304585,0.0,0.0,0.0,0.0,-8.555389729991703e-08
1771787205170809507,0.6082927520736341,0.0,0.0,0.0,0.0,-5.801848694808598e-07
1771787205187551498,0.5966135685038633,0.0,0.0,0.0,0.0,-1.0293007086659145e-06
1771787205204193592,0.5851587073192411,0.0,0.0,0.0,0.0,-5.62161506678649e-07
1771787205220832109,0.5739235912991915,0.0,0.0,0.0,0.0,9.883890625950187e-07
1771787205237436771,0.562904219233225,0.0,0.0,0.0,0.0,6.049470790969735e-08
1771787205254278421,0.5520962961194926,0.0,0.0,0.0,0.0,-1.0130440246669536e-06
1771787205270936727,0.5414960991086614,0.0,0.0,0.0,0.0,3.7447339495955134e-07
1771787205287528753,0.5310993409140012,0.0,0.0,0.0,0.0,4.832157194378794e-07
1771787205304120779,0.5209023025437756,0.0,0.0,0.0,0.0,-1.3411512127525782e-06
1771787205320874214,0.5109009712148016,0.0,0.0,0.0,0.0,8.728171718708211e-07
1771787205337585926,0.5010916356504868,0.0,0.0,0.0,0.0,-8.695838715766513e-08
1771787205354237079,0.49147085907783383,0.0,0.0,0.0,0.0,-1.4820560072514866e-06
1771787205370890378,0.4820346325712038,0.0,0.0,0.0,0.0,-4.4829573253579724e-07
1771787205387488365,0.47259840606458875,0.0,0.0,0.0,0.0,6.26746087029062e-07
1771787205404260158,0.45426931221829026,0.0,0.0,0.0,0.0,1.4219674517867986e-06
1771787205420650959,0.44554726328283845,0.0,0.0,0.0,0.0,1.278311661856435e-06
1771787205437479019,0.43699288591246144,0.0,0.0,0.0,0.0,7.429630843880375e-07
1771787205454137325,0.4286024611154318,0.0,0.0,0.0,0.0,-9.089303096843082e-07
1771787205470645427,0.42037341034758297,0.0,0.0,0.0,0.0,-1.546730969970156e-07
1771787205487473726,0.41230230455105304,0.0,0.0,0.0,0.0,-1.6878022033317563e-06
1771787205504256248,0.40438599302908457,0.0,0.0,0.0,0.0,-2.0285174273659834e-06
1771787205520819664,0.3966219010950824,0.0,0.0,0.0,0.0,-1.63023458332745e-06
1771787205537530183,0.389006595833611,0.0,0.0,0.0,0.0,-1.1631612060192253e-06
1771787205554028987,0.3815377886343743,0.0,0.0,0.0,0.0,-3.937798260800207e-07
1771787205570732831,0.37421233265822035,0.0,0.0,0.0,0.0,-1.4577637057477943e-06
1771787205587535619,0.3670273632846487,0.0,0.0,0.0,0.0,3.4043757413115827e-07
1771787205604207515,0.3599803096847022,0.0,0.0,0.0,0.0,-1.7673371432991303e-07
1771787205620687007,0.3530688793904834,0.0,0.0,0.0,0.0,1.1897628149348805e-06
1771787205637558460,0.34628992942041525,0.0,0.0,0.0,0.0,-1.140785627296026e-06
1771787205653972387,0.3396411634490303,0.0,0.0,0.0,0.0,2.1752302719058036e-06
1771787205670885086,0.3331200145048837,0.0,0.0,0.0,0.0,5.414369486089754e-07
1771787205687911272,0.32672419012014997,0.0,0.0,0.0,0.0,-2.3651252289980107e-06
1771787205704222679,0.3204511117505921,0.0,0.0,0.0,0.0,2.767909075274133e-07
1771787205720911979,0.3142982085672578,0.0,0.0,0.0,0.0,4.4176582392196906e-07
1771787205737570047,0.30826376411242234,0.0,0.0,0.0,0.0,-1.7111352894616516e-06
1771787205754326581,0.30234519984187597,0.0,0.0,0.0,0.0,-1.3300564929430436e-06
1771787205771013975,0.2965402271453405,0.0,0.0,0.0,0.0,1.1118760618877843e-06
1771787205787516355,0.28504158857358863,0.0,0.0,0.0,0.0,1.7481846183997618e-06
1771787205804124355,0.27956881216806867,0.0,0.0,0.0,0.0,2.2851419463343348e-06
1771787205820646047,0.27420104504793624,0.0,0.0,0.0,0.0,2.5220306163475925e-06
1771787205837472200,0.2689362846791696,0.0,0.0,0.0,0.0,1.1229241936305812e-06
1771787205854076147,0.2637728146040603,0.0,0.0,0.0,0.0,-1.0624845443452102e-06
1771787205870762586,0.2587083423547378,0.0,0.0,0.0,0.0,1.082166379173799e-06
1771787205887401580,0.25374115533103464,0.0,0.0,0.0,0.0,5.01791277862651e-07
1771787205904201030,0.2488692471414175,0.0,0.0,0.0,0.0,3.279892718754951e-06
1771787205920729637,0.24409090518562374,0.0,0.0,0.0,0.0,2.0134034905971987e-06
1771787205937519550,0.23940440914846486,0.0,0.0,0.0,0.0,2.3359733947181383e-06
1771787205954014539,0.23480804642969502,0.0,0.0,0.0,0.0,-2.086558300806729e-06
1771787205970986843,0.2302995207039682,0.0,0.0,0.0,0.0,1.8109942612198893e-06
1771787205987435340,0.22587798145747362,0.0,0.0,0.0,0.0,-9.831559379946953e-07
1771787206004212379,0.2215408501461482,0.0,0.0,0.0,0.0,-4.058947454144146e-06
1771787206020864725,0.21728726468344528,0.0,0.0,0.0,0.0,8.654953194131565e-07
1771787206037588596,0.21311551246934737,0.0,0.0,0.0,0.0,4.085265747022504e-06
1771787206054337263,0.2090235948272495,0.0,0.0,0.0,0.0,-3.4495044474169845e-06
1771787206070859432,0.20501035973699921,0.0,0.0,0.0,0.0,-3.892842002084507e-06
1771787206087601900,0.20107409074075694,0.0,0.0,0.0,0.0,2.5915773527174224e-07
1771787206104109764,0.19721364739104405,0.0,0.0,0.0,0.0,8.619424081146576e-07
1771787206120924472,0.19342702715382457,0.0,0.0,0.0,0.0,-3.135341984705775e-06
1771787206137541532,0.18971336794262844,0.0,0.0,0.0,0.0,-3.3218985162619674e-06
1771787206154177188,0.18607066722343213,0.0,0.0,0.0,0.0,3.751867496681882e-07
1771787206170817136,0.18249835670131712,0.0,0.0,0.0,0.0,-2.9473157794335236e-06
1771787206187599658,0.17542182952858046,0.0,0.0,0.0,0.0,1.8382528019778022e-06
1771787206203911542,0.17205352611763847,0.0,0.0,0.0,0.0,4.472203977812228e-06
1771787206220754146,0.16875017745420706,0.0,0.0,0.0,0.0,-3.0579884531256596e-06
1771787206237407445,0.16551005936546684,0.0,0.0,0.0,0.0,7.378799184998286e-07
1771787206254171133,0.16233231748016475,0.0,0.0,0.0,0.0,3.3015811964354214e-06
1771787206270748853,0.15921552141682843,0.0,0.0,0.0,0.0,3.872336330257298e-06
1771787206287608623,0.1561585268702753,0.0,0.0,0.0,0.0,3.209805817139255e-06
1771787206304099559,0.15316047561165966,0.0,0.0,0.0,0.0,-6.857731049692006e-07
1771787206320765495,0.15021964732577242,0.0,0.0,0.0,0.0,3.970899510541415e-06
1771787206337519168,0.14733547371750721,0.0,0.0,0.0,0.0,4.964307307897542e-06
1771787206354160070,0.14450681048166208,0.0,0.0,0.0,0.0,7.180352499247533e-07
1771787206370911121,0.1417322233794118,0.0,0.0,0.0,0.0,3.6898413924291162e-06
1771787206387491703,0.139010858039272,0.0,0.0,0.0,0.0,-1.1938643407205518e-08
1771787206404348373,0.1363418523749817,0.0,0.0,0.0,0.0,2.769966649385225e-06
1771787206420820713,0.13372406593879077,0.0,0.0,0.0,0.0,-1.865604312367708e-06
1771787206437428236,0.13115663664440153,0.0,0.0,0.0,0.0,-1.7997708456896078e-06
1771787206454172134,0.12863842018665642,0.0,0.0,0.0,0.0,3.244486424858195e-06
1771787206470962285,0.12616856219413933,0.0,0.0,0.0,0.0,-2.783132499128982e-06
1771787206487414121,0.12374620058055316,0.0,0.0,0.0,0.0,-4.998364726116478e-06
1771787206504243373,0.1213701910406793,0.0,0.0,0.0,0.0,-3.975988982052314e-06
1771787206521094322,0.11903996142195084,0.0,0.0,0.0,0.0,-6.694490868319747e-07
1771787206537538528,0.11675436741926534,0.0,0.0,0.0,0.0,3.5468043302344654e-06
1771787206554189205,0.11451255466126978,0.0,0.0,0.0,0.0,-6.830400032242778e-06
1771787206570971727,0.1123139432802125,0.0,0.0,0.0,0.0,-3.219827737765968e-07
1771787206587416648,0.10800113231088672,0.0,0.0,0.0,0.0,-4.281719970578024e-06
1771787206604237318,0.10592755941294758,0.0,0.0,0.0,0.0,8.791515448969278e-07
1771787206620821952,0.10389375883415435,0.0,0.0,0.0,0.0,3.4239487898268806e-06
1771787206637480497,0.10189887234559268,0.0,0.0,0.0,0.0,2.554488885753159e-06
1771787206654170513,0.09994261387097916,0.0,0.0,0.0,0.0,-6.917408392759228e-07
1771787206670796632,0.09802355302898412,0.0,0.0,0.0,0.0,-8.391976293875558e-06
1771787206687375545,0.09614139988550936,0.0,0.0,0.0,0.0,-2.4760722912020583e-06
1771787206704024791,0.09429558614576551,0.0,0.0,0.0,0.0,-1.5866466527292289e-06
1771787206720897436,0.09248525358089955,0.0,0.0,0.0,0.0,-7.490961615008729e-06
1771787206737495899,0.09070954010424592,0.0,0.0,0.0,0.0,-9.586091680446884e-07
1771787206754022836,0.08896787742104259,0.0,0.0,0.0,0.0,-2.5382641295479402e-06
1771787206770839452,0.08725968952106816,0.0,0.0,0.0,0.0,7.184375158786338e-06
1771787206787596702,0.08558412203300474,0.0,0.0,0.0,0.0,7.2925482839103495e-06
1771787206804410219,0.0839408888805175,0.0,0.0,0.0,0.0,-2.308107208026655e-06
1771787206820902109,0.08232941405356534,0.0,0.0,0.0,0.0,-4.7170528816309343e-07
1771787206837582588,0.08074855324705889,0.0,0.0,0.0,0.0,1.010735706330479e-05
1771787206854194402,0.07919831031833881,0.0,0.0,0.0,0.0,7.595008709948559e-06
1771787206870998382,0.0776775409623648,0.0,0.0,0.0,0.0,-7.75180309675605e-06
1771787206887711524,0.07618623746411163,0.0,0.0,0.0,0.0,9.047270885798042e-06
1771787206904396533,0.07472355316729197,0.0,0.0,0.0,0.0,-1.2889719305242409e-05
1771787206920940637,0.07328890434649918,0.0,0.0,0.0,0.0,-2.5661272800014956e-06
1771787206937666893,0.07188172656467472,0.0,0.0,0.0,0.0,-1.0167032197472281e-05
1771787206954481124,0.07050144381138526,0.0,0.0,0.0,0.0,-1.0120617480069427e-05
1771787206970909833,0.06912144713437914,0.0,0.0,0.0,0.0,-1.0509832004679254e-05
1771787206988256454,0.06776777333328074,0.0,0.0,0.0,0.0,-4.845566673239432e-06
1771787207005482196,0.06513939821689133,0.0,0.0,0.0,0.0,-2.3622290390434841e-07
1771787207020832300,0.0638887311672566,0.0,0.0,0.0,0.0,1.280466472852737e-06
1771787207037497997,0.06266209838335589,0.0,0.0,0.0,0.0,6.492908597444114e-06
1771787207054217576,0.06145892771270218,0.0,0.0,0.0,0.0,1.4147923683260899e-05
1771787207070865392,0.060278936936325314,0.0,0.0,0.0,0.0,-4.434287322663266e-06
1771787207087939262,0.0,0.0,0.0,0.0,0.0,0.0
1771787207115479946,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207132281303,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207148883104,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207165529489,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207182255268,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207198935270,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207215626239,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207232459783,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207249006032,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207265627145,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207282197237,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207298851728,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207315676927,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207333008527,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207349079132,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207365854501,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207382410049,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207399341106,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207415943861,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207432565927,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207449184656,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207465795040,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207482396602,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207499192237,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207515726566,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207532447338,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207549103260,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207565814018,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207582498073,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207598932027,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207615660905,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207632552146,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207649046421,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207665646791,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207682455778,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207699008464,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207715636253,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207732304096,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207749056816,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207765819072,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207782461881,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207798962831,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207815762281,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207832569837,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207849197387,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207865793943,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207882387161,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207899368524,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207916211128,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207932571172,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207949015378,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207965639829,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207982759714,0.0,0.0,0.0,0.0,0.0,-2.0
1771787207999036788,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208015754461,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208032260894,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208048874378,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208065730333,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208082355737,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208099046230,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208115552663,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208132414817,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208149210453,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208165891885,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208182294368,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208199180603,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208215781450,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208232434511,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208248986721,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208266149282,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208282796621,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208299010515,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208315876960,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208332601070,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208348850488,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208365783691,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208382485866,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208398978471,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208415658235,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208432291746,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208448927640,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208465793848,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208482458829,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208499007225,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208513358354,0.0,0.0,0.0,0.0,0.0,-2.0
1771787208530602693,0.0,0.0,0.0,0.0,0.0,-1.871528946022344
1771787208547367334,0.0,0.0,0.0,0.0,0.0,-1.691862426857305
1771787208564043283,0.0,0.0,0.0,0.0,0.0,-1.5294435845416312
1771787208580935955,1.2,0.0,0.0,0.0,0.0,-1.3826173172991996
1771787208597609281,1.2,0.0,0.0,0.0,0.0,-1.2566311877388316
1771787208613860130,1.2,0.0,0.0,0.0,0.0,-1.1421662045076735
1771787208630476951,1.2,0.0,0.0,0.0,0.0,-1.0381638085878477
1771787208647263050,1.2,0.0,0.0,0.0,0.0,-0.9436641081668764
1771787208664051055,1.2,0.0,0.0,0.0,0.0,-0.8577948853421775
1771787208680857896,1.2,0.0,0.0,0.0,0.0,-0.7797663190864133
1771787208697372198,1.2,0.0,0.0,0.0,0.0,-0.6300013376255222
1771787208714136838,1.2,0.0,0.0,0.0,0.0,-0.572751811697831
1771787208730798244,1.2,0.0,0.0,0.0,0.0,-0.5207216939924431
1771787208747465133,1.2,0.0,0.0,0.0,0.0,-0.4734343217501058
1771787208763791084,1.2,0.0,0.0,0.0,0.0,-0.43045597643183964
1771787208780607461,1.2,0.0,0.0,0.0,0.0,-0.39139231571931976
1771787208797462940,1.2,0.0,0.0,0.0,0.0,-0.3558856969594588
1771787208814247608,1.2,0.0,0.0,0.0,0.0,-0.3236119090863401
1771787208830663681,1.2,0.0,0.0,0.0,0.0,-0.29427525292794865
1771787208847188472,1.2,0.0,0.0,0.0,0.0,-0.26760715775563737
1771787208863959550,1.2,0.0,0.0,0.0,0.0,-0.24336452781969875
1771787208880750417,1.2,0.0,0.0,0.0,0.0,-0.22132592405267282
1771787208897265434,1.2,0.0,0.0,0.0,0.0,-0.20129119742870527
1771787208914033889,1.2,0.0,0.0,0.0,0.0,-0.18307625171788633
1771787208930848360,1.2,0.0,0.0,0.0,0.0,-0.16651566603508083
1771787208947270393,1.2,0.0,0.0,0.0,0.0,-0.15145853599924708
1771787208964336633,1.2,0.0,0.0,0.0,0.0,-0.13776899178734192
1771787208980828523,1.2,0.0,0.0,0.0,0.0,-0.12532115080629858
1771787208997510671,1.2,0.0,0.0,0.0,0.0,-0.11400287664838826
1771787209014307737,1.2,0.0,0.0,0.0,0.0,-0.10370985903397179
1771787209031099796,1.2,0.0,0.0,0.0,0.0,-0.0943512504553925
1771787209047616004,1.2,0.0,0.0,0.0,0.0,-0.08583969656916901
1771787209064088344,1.2,0.0,0.0,0.0,0.0,-0.07809964133653713
1771787209080965995,1.2,0.0,0.0,0.0,0.0,-0.07105991098441766
1771787209098215818,1.2,0.0,0.0,0.0,0.0,-0.06397797177565101
1771787209113898992,1.2,0.0,0.0,0.0,0.0,-0.051730716616871675
1771787209130500316,1.2,0.0,0.0,0.0,0.0,-0.04707553852641411
1771787209147143363,1.2,0.0,0.0,0.0,0.0,-0.04284205243677075
1771787209163968324,1.2,0.0,0.0,0.0,0.0,-0.03899100686936352
1771787209180894613,1.2,0.0,0.0,0.0,0.0,-0.035487723737547494
1771787209197532415,1.2,0.0,0.0,0.0,0.0,-0.03230068404275821
1771787209214016437,1.2,0.0,0.0,0.0,0.0,-0.02940051086979123
1771787209230882883,1.2,0.0,0.0,0.0,0.0,-0.02676268713138885
1771787209247494697,1.2,0.0,0.0,0.0,0.0,-0.024362677833390745
1771787209264114141,1.2,0.0,0.0,0.0,0.0,-0.022178836608814034
1771787209280707120,1.2,0.0,0.0,0.0,0.0,-0.020191453856265085
1771787209297517061,1.2,0.0,0.0,0.0,0.0,-0.018383493769169146
1771787209314033746,1.2,0.0,0.0,0.0,0.0,-0.016738632727322678
1771787209330917835,1.2,0.0,0.0,0.0,0.0,-0.015240989830228369
1771787209347757577,1.2,0.0,0.0,0.0,0.0,-0.013878820611609388
1771787209364292383,1.2,0.0,0.0,0.0,0.0,-0.012638449588425082
1771787209380892276,1.2,0.0,0.0,0.0,0.0,-0.011510065053037088
1771787209397787094,1.2,0.0,0.0,0.0,0.0,-0.010482611677039344
1771787209414332628,1.2,0.0,0.0,0.0,0.0,-0.009547471537625807
1771787209430766344,1.2,0.0,0.0,0.0,0.0,-0.008695758077045479
1771787209447443485,1.2,0.0,0.0,0.0,0.0,-0.007921048966500255
1771787209464108943,1.2,0.0,0.0,0.0,0.0,-0.007215913546479769
1771787209480857133,1.2,0.0,0.0,0.0,0.0,-0.006505572053240094
1771787209497756719,1.2,0.0,0.0,0.0,0.0,-0.0058577183321877335
1771787209513976812,1.2,0.0,0.0,0.0,0.0,-0.004749831608477084
1771787209530626058,1.2,0.0,0.0,0.0,0.0,-0.0043284130616183525
1771787209547346115,1.2,0.0,0.0,0.0,0.0,-0.003944597563794172
1771787209564213752,1.2,0.0,0.0,0.0,0.0,-0.003594438642080089
1771787209580814599,1.2,0.0,0.0,0.0,0.0,-0.003276347137554314
1771787209597492694,1.2,0.0,0.0,0.0,0.0,-0.002985959663877935
1771787209614074468,1.2,0.0,0.0,0.0,0.0,-0.0027217084581900863
1771787209630856990,1.2,0.0,0.0,0.0,0.0,-0.0024810745661789646
1771787209647433519,1.2,0.0,0.0,0.0,0.0,-0.002262105496821043
1771787209664066314,1.2,0.0,0.0,0.0,0.0,-0.0020619714135459155
1771787209680807828,1.2,0.0,0.0,0.0,0.0,-0.0018808870592170734
1771787209697465896,1.2,0.0,0.0,0.0,0.0,-0.0017145865995940035
1771787209714053869,1.2,0.0,0.0,0.0,0.0,-0.001563687721663598
1771787209730394840,1.2,0.0,0.0,0.0,0.0,-0.0014260168151847274
1771787209747342824,1.2,0.0,0.0,0.0,0.0,-0.0013008383025758796
1771787209764096736,1.2,0.0,0.0,0.0,0.0,-0.0011862949978374004
1771787209780957460,1.2,0.0,0.0,0.0,0.0,-0.0010823735207736718
1771787209797459602,1.2,0.0,0.0,0.0,0.0,-0.0009876207409393878
1771787209813949346,1.2,0.0,0.0,0.0,0.0,-0.0009005915251814045
1771787209830836772,1.2,0.0,0.0,0.0,0.0,-0.0008215918959630919
1771787209847393035,1.2,0.0,0.0,0.0,0.0,-0.0007498999418231733
1771787209864017248,1.2,0.0,0.0,0.0,0.0,-0.0006840691562324253
1771787209880772590,1.2,0.0,0.0,0.0,0.0,-0.0006244409013853591
1771787209897761583,1.2,0.0,0.0,0.0,0.0,-0.0005645634060686966
1771787209914271831,1.2,0.0,0.0,0.0,0.0,-0.00045974761835143596
1771787209930555105,1.2,0.0,0.0,0.0,0.0,-0.0004194374609087781
1771787209947242021,1.2,0.0,0.0,0.0,0.0,-0.000383490676843401
1771787209964195013,1.2,0.0,0.0,0.0,0.0,-0.00035044419750507316
1771787209980746746,1.2,0.0,0.0,0.0,0.0,-0.0003199456629765507
1771787209997386217,1.2,0.0,0.0,0.0,0.0,-0.0002923730805912683
1771787210014145612,1.2,0.0,0.0,0.0,0.0,-0.00026662137919597484
1771787210030917882,1.2,0.0,0.0,0.0,0.0,-0.0002441107079569349
1771787210047334194,1.2,0.0,0.0,0.0,0.0,-0.00022268449194484674
1771787210063969373,1.2,0.0,0.0,0.0,0.0,-0.000203451344262362
1771787210080811262,1.2,0.0,0.0,0.0,0.0,-0.00018600374489974314
1771787210097838640,1.2,0.0,0.0,0.0,0.0,-0.00017002805934396292
1771787210114264488,1.2,0.0,0.0,0.0,0.0,-0.00015552568227006347
1771787210130548238,1.2,0.0,0.0,0.0,0.0,-0.000142075056646096
1771787210147068977,1.2,0.0,0.0,0.0,0.0,-0.00012966313048190514
1771787210163779497,1.2,0.0,0.0,0.0,0.0,-0.00011914193711470844
1771787210180630445,1.2,0.0,0.0,0.0,0.0,-0.0001089365831874467
1771787210197258234,1.2,0.0,0.0,0.0,0.0,-9.947595841053314e-05
1771787210214210748,1.2,0.0,0.0,0.0,0.0,-9.103940916066477e-05
1771787210230528593,1.2,0.0,0.0,0.0,0.0,-8.261221770533567e-05
1771787210247169256,1.2,0.0,0.0,0.0,0.0,-7.60965776351874e-05
1771787210264079332,1.2,0.0,0.0,0.0,0.0,-6.939940115913146e-05
1771787210280609607,1.2,0.0,0.0,0.0,0.0,-6.390017197377418e-05
1771787210297773122,1.2,0.0,0.0,0.0,0.0,-5.770972233021254e-05
1771787210314698696,1.2,0.0,0.0,0.0,0.0,-4.728623184480085e-05
1771787210330463171,1.2,0.0,0.0,0.0,0.0,-4.352539434204772e-05
1771787210347397804,1.2,0.0,0.0,0.0,0.0,-3.9778888773600585e-05
1771787210363940715,1.2,0.0,0.0,0.0,0.0,-3.676255939533135e-05
1771787210380722761,1.2,0.0,0.0,0.0,0.0,-3.3761771653040284e-05
1771787210397355794,1.2,0.0,0.0,0.0,0.0,-3.0777181701857614e-05
1771787210414291620,1.2,0.0,0.0,0.0,0.0,-2.7993038465901066e-05
1771787210430753707,1.2,0.0,0.0,0.0,0.0,-2.575052152309354e-05
1771787210447684526,1.2,0.0,0.0,0.0,0.0,-2.369411082003836e-05
1771787210464323997,1.2,0.0,0.0,0.0,0.0,-2.2195852505291214e-05
1771787210481216669,1.2,0.0,0.0,0.0,0.0,-2.015330203253285e-05
1771787210498014688,1.2,0.0,0.0,0.0,0.0,-1.811392462958139e-05
1771787210514248132,1.2,0.0,0.0,0.0,0.0,-1.607786890156504e-05
1771787210530969619,1.2,0.0,0.0,0.0,0.0,-1.535127257046298e-05
1771787210547671079,1.2,0.0,0.0,0.0,0.0,-1.404711911057177e-05
1771787210564358711,1.2,0.0,0.0,0.0,0.0,-1.2747104603860748e-05
1771787210581162691,1.2,0.0,0.0,0.0,0.0,-1.2166691536918961e-05
1771787210597467899,1.2,0.0,0.0,0.0,0.0,-1.0875589183889645e-05
1771787210614063024,1.2,0.0,0.0,0.0,0.0,-1.0304544981298847e-05
1771787210630736112,1.2,0.0,0.0,0.0,0.0,-9.023299956556485e-06
1771787210647671222,1.2,0.0,0.0,0.0,0.0,-8.462636102546384e-06
1771787210664516210,1.2,0.0,0.0,0.0,0.0,-7.907587853850373e-06
1771787210680700302,1.2,0.0,0.0,0.0,0.0,-7.358466855844625e-06
1771787210697953939,1.2,0.0,0.0,0.0,0.0,-6.8156082457804246e-06
1771787210714282035,1.1763750390343226,0.0,0.0,0.0,0.0,-5.750150018801747e-06
1771787210731092453,1.153788836534811,0.0,0.0,0.0,0.0,-4.7097973214782485e-06
1771787210747325181,1.131635830671128,0.0,0.0,0.0,0.0,-4.52925471661203e-06
1771787210763976097,1.1099085778901534,0.0,0.0,0.0,0.0,-4.170782420764851e-06
1771787210781137943,1.088598497664594,0.0,0.0,0.0,0.0,-3.5460878686777164e-06
1771787210797317266,1.067697005796743,0.0,0.0,0.0,0.0,-3.927431785122337e-06
